regulator,MOS (M-),GLS (M-),GLS (M+),ALS (M-),MOS (M+),ALS (M+)
CDX1,0.880122611072469,0.852408729880843,-0.23925701139384,0.917105385212578,-0.0175481563565902,-0.8228041394732
CDX2,-4.38275550384981,2.48326250468263,2.20532678366657,1.26247471128064,-5.21926304950743,1.9234688817246
CDX4,0.594315568937314,-1.2896777662959,-0.558258297797169,0.352779342434535,0.495477485516086,0.41676027462071
SLC30A9,-1.36446032417074,-1.78064656140316,2.72233845468614,-3.23235746705054,2.07214243631665,2.38675601860175
ZNHIT1,-2.24454496640076,2.20317388891462,3.23924842393531,-1.31061064212603,-0.199922543707284,-0.19108940969616
TADA3,-1.78115550303775,-0.309749516728137,2.2487515295387,-0.790710526234283,-1.76587640991448,0.888605295805963
HOXB13,-0.973418484621668,2.56578771617612,1.14401968708291,0.908735119305324,-0.868876969240079,-2.19914451516726
CREB3,-1.43845134023316,-2.15951044284524,1.83157856648353,-2.19678357231962,1.56597109348052,2.07438829584397
CEBPA,-0.745956368169334,-1.28699771317444,-0.372302963758785,-0.724281313818824,-0.517043771360122,0.509069641882602
CEBPB,0.67709636014636,1.43299152744974,1.78770197975216,-2.73579678785866,-0.0154606409393957,-1.16230517584361
CEBPD,1.30732857178186,-1.13819330570583,-1.85038559758764,0.383152777682928,0.574237437438771,1.26140474185929
ZNF211,0.595186760891858,1.06265235809388,0.00847912912005691,1.02989301028763,-0.984959207973576,-0.821479486379027
CEBPE,3.77128498253479,-1.87709052252231,-4.76311123889467,-1.61752347166678,4.35879619925154,-4.11265127576907
BATF,-2.8233214232709,4.70463238587435,5.35101093648339,-4.1632908778494,-2.67208555833107,-4.94753026906962
CEBPG,-3.48092555126826,4.22525261127497,5.75119105668006,-2.0752577273138,-3.17068025470328,-3.20781736620741
MRPL28,-2.88998232949755,1.2184508118852,3.89368561627498,-2.4464446757461,-0.681152520571186,0.936453131456434
DRAP1,-0.37761920495341,-1.07716369083235,2.24495575606888,-2.75836686686158,2.27592431949739,-1.36080570546782
MXD4,2.13884994344239,-2.47338262065967,-4.26133490772322,2.79663581811212,2.0702443926675,0.966641258150668
